claim_id,claim,claim_label,evidences.0.evidence_id,evidences.0.evidence_label,evidences.0.article,evidences.0.evidence,evidences.0.entropy,evidences.0.votes.0,evidences.0.votes.1,evidences.0.votes.2,evidences.0.votes.3,evidences.0.votes.4,evidences.1.evidence_id,evidences.1.evidence_label,evidences.1.article,evidences.1.evidence,evidences.1.entropy,evidences.1.votes.0,evidences.1.votes.1,evidences.1.votes.2,evidences.1.votes.3,evidences.1.votes.4,evidences.2.evidence_id,evidences.2.evidence_label,evidences.2.article,evidences.2.evidence,evidences.2.entropy,evidences.2.votes.0,evidences.2.votes.1,evidences.2.votes.2,evidences.2.votes.3,evidences.2.votes.4,evidences.3.evidence_id,evidences.3.evidence_label,evidences.3.article,evidences.3.evidence,evidences.3.entropy,evidences.3.votes.0,evidences.3.votes.1,evidences.3.votes.2,evidences.3.votes.3,evidences.3.votes.4,evidences.4.evidence_id,evidences.4.evidence_label,evidences.4.article,evidences.4.evidence,evidences.4.entropy,evidences.4.votes.0,evidences.4.votes.1,evidences.4.votes.2,evidences.4.votes.3,evidences.4.votes.4
71,"Cold weather to grip world as solar minimum to deepen, NASA says",0,NASA:365,NOT_ENOUGH_INFO,NASA,Its statements concur with the global scientific consensus that the global climate is warming.,0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Solar minimum:19,SUPPORTS,Solar minimum,"Solar physicist Dean Pesnell of the Goddard Space Flight Center came to the following conclusion: ""We're experiencing a very deep solar minimum.""",0,SUPPORTS,SUPPORTS,,,,Solar minimum:33,NOT_ENOUGH_INFO,Solar minimum,"""NOAA Space Weather Scales Page Has Changed"".",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Solar minimum:44,NOT_ENOUGH_INFO,Solar minimum,"""Deep Solar Minimum – NASA Science"".",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Sun:139,NOT_ENOUGH_INFO,Sun,"The coolest layer of the Sun is a temperature minimum region extending to about 500 km above the photosphere, and has a temperature of about 4,100 K. This part of the Sun is cool enough to allow the existence of simple molecules such as carbon monoxide and water, which can be detected via their absorption spectra.",0.693147181,REFUTES,SUPPORTS,,,
74,The models predicted about three times the amount of warming in the world we’ve seen since [1988].,1,Global warming controversy:224,SUPPORTS,Global warming controversy,Models referenced by the Intergovernmental Panel on Climate Change (IPCC) predict that global temperatures are likely to increase by 1.1 to 6.4 °C (2.0 to 11.5 °F) between 1990 and 2100.,0,,SUPPORTS,SUPPORTS,,,Global warming:22,NOT_ENOUGH_INFO,Global warming,"Currently, surface temperatures are rising by about 0.2 °C per decade.",0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,,Global warming:317,NOT_ENOUGH_INFO,Global warming,"In 1896, he published the first climate model of its kind, showing that halving of CO 2 could have produced the drop in temperature initiating the ice age.",0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,,Global warming:67,NOT_ENOUGH_INFO,Global warming,"The 10th Emissions Gap Report issued by the United Nations Environment Programme (UNEP) predicts that if emissions continue to increase at the same rate as they have in 2010–2020, global temperatures would rise by as much as 4° by 2100.",0.693147181,,REFUTES,SUPPORTS,,,Global warming:7,NOT_ENOUGH_INFO,Global warming,"Climate model projections summarized in the report indicated that during the 21st century the global surface temperature is likely to rise a further 0.3 to 1.7 °C (0.5 to 3.1 °F) in a moderate scenario, or as much as 2.6 to 4.8 °C (4.7 to 8.6 °F) in an extreme scenario, depending on the rate of future greenhouse gas emissions and on climate feedback effects.",0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,
75,"The science is clear, climate change is making extreme weather events, including tornadoes, worse.",0,Effects of global warming:57,SUPPORTS,Effects of global warming,"The main impact of global warming on the weather is an increase in extreme weather events such as heat waves, droughts, cyclones, blizzards and rainstorms.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:137,SUPPORTS,Scientific consensus on climate change,"Documented long-term climate changes include changes in Arctic temperatures and ice, widespread changes in precipitation amounts, ocean salinity, wind patterns and extreme weather including droughts, heavy precipitation, heat waves and the intensity of tropical cyclones.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:715,SUPPORTS,Scientific consensus on climate change,"As the Earth's climate warms, we are seeing many changes: stronger, more destructive hurricanes; heavier rainfall; more disastrous flooding; more areas of the world experiencing severe drought; and more heat waves.""",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:721,SUPPORTS,Scientific consensus on climate change,"This could lead to changing, and for all emissions scenarios more unpredictable, weather patterns around the world, less frost days, more extreme events (droughts and storm or flood disasters), and warmer sea temperatures and melting glaciers causing sea levels to rise.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Weather:96,SUPPORTS,Weather,"Climate change caused by human activities that emit greenhouse gases into the air is expected to affect the frequency of extreme weather events such as drought, extreme temperatures, flooding, high winds, and severe storms.",0,SUPPORTS,SUPPORTS,SUPPORTS,,
79,The rate of warming according to the data is much slower than the models used by the IPCC,1,Global warming:99,NOT_ENOUGH_INFO,Global warming,Physical climate models are also unable to reproduce the rapid warming observed in recent decades when taking into account only variations in solar output and volcanic activity.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,NOT_ENOUGH_INFO,IPCC Fourth Assessment Report:48,NOT_ENOUGH_INFO,IPCC Fourth Assessment Report,The observed increase in hurricane intensity is larger than climate models predict for the sea surface temperature changes we have experienced.,0.636514168,REFUTES,NOT_ENOUGH_INFO,,,NOT_ENOUGH_INFO,Intergovernmental Panel on Climate Change:128,REFUTES,Intergovernmental Panel on Climate Change,"Projections based on the Special Report on Emissions Scenarios suggest warming over the 21st century at a more rapid rate than that experienced for at least the last 10,000 years.",0.636514168,SUPPORTS,REFUTES,,,REFUTES,Scientific consensus on climate change:507,NOT_ENOUGH_INFO,Scientific consensus on climate change,"Since the start of the 20th century, the global mean surface temperature of the Earth has increased by more than 0.7°C and the rate of warming has been largest in the last 30 years.",0.636514168,NOT_ENOUGH_INFO,REFUTES,,,NOT_ENOUGH_INFO,Scientific consensus on climate change:719,NOT_ENOUGH_INFO,Scientific consensus on climate change,"On the basis of available data, climate scientists are now projecting an average global temperature rise over this century of 2.0 to 4.5°C.",0.636514168,NOT_ENOUGH_INFO,REFUTES,,,NOT_ENOUGH_INFO
82,The ­atmospheric residency time of carbon dioxide is five years,0,Carbon dioxide:196,NOT_ENOUGH_INFO,Carbon dioxide,"Five hundred million years ago the carbon dioxide concentration was 20 times greater than today, decreasing to 4–5 times during the Jurassic period and then slowly declining with a particularly swift reduction occurring 49 million years ago.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Eocene:203,NOT_ENOUGH_INFO,Eocene,"""Atmospheric carbon dioxide concentrations over the past 60 million years"".",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Greenhouse gas:129,NOT_ENOUGH_INFO,Greenhouse gas,"As a result of this balance, the atmospheric mole fraction of carbon dioxide remained between 260 and 280 parts per million for the 10,000 years between the end of the last glacial maximum and the start of the industrial era.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Greenhouse gas:69,REFUTES,Greenhouse gas,The atmospheric lifetime of CO 2 is estimated of the order of 30–95 years.,0,REFUTES,REFUTES,,,,Greenhouse gas:74,NOT_ENOUGH_INFO,Greenhouse gas,N2O has a mean atmospheric lifetime of 121 years.,0.693147181,REFUTES,NOT_ENOUGH_INFO,,,
86,There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,1,Climate:108,REFUTES,Climate,"Increases in greenhouse gases, such as by volcanic activity, can increase the global temperature and produce an interglacial period.",0,REFUTES,REFUTES,,,,Global warming:276,REFUTES,Global warming,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0,REFUTES,REFUTES,,,,Greenhouse gas:310,REFUTES,Greenhouse gas,"During the late 20th century, a scientific consensus evolved that increasing concentrations of greenhouse gases in the atmosphere cause a substantial rise in global temperatures and changes to other parts of the climate system, with consequences for the environment and for human health.",0,REFUTES,REFUTES,,,,Scientific consensus on climate change:155,REFUTES,Scientific consensus on climate change,Increases in ambient temperatures and changes in related processes are directly linked to rising anthropogenic greenhouse gas (GHG) concentrations in the atmosphere.,0,REFUTES,REFUTES,,,,Scientific consensus on climate change:692,REFUTES,Scientific consensus on climate change,"While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases.",0,REFUTES,REFUTES,,,
95,[climate scientists] say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,0,Effects of global warming:92,SUPPORTS,Effects of global warming,"Global warming not only causes changes in tropical cyclones, it may also make some impacts from them worse via sea level rise.",0,SUPPORTS,SUPPORTS,,,,Hurricane Harvey:1021,SUPPORTS,Hurricane Harvey,"""It's a fact: climate change made Hurricane Harvey more deadly"".",0,SUPPORTS,SUPPORTS,,,,Hurricane Harvey:292,SUPPORTS,Hurricane Harvey,"The Gulf of Mexico is known for hurricanes in August, so their incidence alone cannot be attributed to global warming, but the warming climate does influence certain attributes of storms.",0,SUPPORTS,SUPPORTS,,,,Hurricane Harvey:294,SUPPORTS,Hurricane Harvey,"Weather events are due to multiple factors, and so cannot be said to be caused by one precondition, but climate change affects aspects of extreme events, and very likely worsened some of the impacts of Harvey.",0,SUPPORTS,SUPPORTS,,,,Hurricane Harvey:996,SUPPORTS,Hurricane Harvey,"""Storm Harvey: impacts likely worsened due to global warming"".",0,SUPPORTS,SUPPORTS,,,
96,"The IPCC, the Intergovernmental Panel on Climate Change, which is sort of the voice of the consensus, concedes that there has been no increase in extreme weather events.",1,Intergovernmental Panel on Climate Change:0,NOT_ENOUGH_INFO,Intergovernmental Panel on Climate Change,"The Intergovernmental Panel on Climate Change (IPCC) is an intergovernmental body of the United Nations that is dedicated to providing the world with objective, scientific information relevant to understanding the scientific basis of the risk of human-induced climate change, its natural, political, and economic impacts and risks, and possible response options.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Intergovernmental Panel on Climate Change:14,NOT_ENOUGH_INFO,Intergovernmental Panel on Climate Change,"The IPCC provides an internationally accepted authority on climate change, producing reports that have the agreement of leading climate scientists and consensus from participating governments.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Intergovernmental Panel on Climate Change:159,REFUTES,Intergovernmental Panel on Climate Change,"""Impacts [of climate change] will very likely increase due to increased frequencies and intensities of some extreme weather events"".",0,REFUTES,REFUTES,,,,Scientific consensus on climate change:228,REFUTES,Scientific consensus on climate change,"The letter goes on to warn of predicted impacts on the United States such as sea level rise and increases in extreme weather events, water scarcity, heat waves, wildfires, and the disturbance of biological systems.",0,REFUTES,REFUTES,,,,Scientific consensus on climate change:301,NOT_ENOUGH_INFO,Scientific consensus on climate change,"Joint Science Academies' statement, 2001: ""The work of the Intergovernmental Panel on Climate Change (IPCC) represents the consensus of the international scientific community on climate change science.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,
97,"according, again, to the official figures—during this past 10 years, if anything, mean global temperature, average world temperature, has slightly declined",0,2000s (decade):628,REFUTES,2000s (decade),The global temperature kept climbing during the decade.,0,REFUTES,REFUTES,REFUTES,,,Anthony Watts (blogger):267,REFUTES,Anthony Watts (blogger),"Farmer 2014, p. 44: ""Global average temperatures for 2013 have recently been published by the BEST study...2010 and 2005 remain the warmest years since records began in the 19th century.",0.636514168,REFUTES,REFUTES,NOT_ENOUGH_INFO,,,Global warming:146,NOT_ENOUGH_INFO,Global warming,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Global warming:22,REFUTES,Global warming,"Currently, surface temperatures are rising by about 0.2 °C per decade.",0.636514168,NOT_ENOUGH_INFO,REFUTES,REFUTES,,,Global warming:276,REFUTES,Global warming,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0,REFUTES,REFUTES,REFUTES,,
99,Most likely the primary control knob [on climate change] is the ocean waters and this environment that we live in.,1,Climate change (general concept):29,NOT_ENOUGH_INFO,Climate change (general concept),"These include processes such as variations in solar radiation, variations in the Earth's orbit, variations in the albedo or reflectivity of the continents, atmosphere, and oceans, mountain-building and continental drift and changes in greenhouse gas concentrations.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Climate change (general concept):430,NOT_ENOUGH_INFO,Climate change (general concept),"""Episodic fresh surface waters in the Eocene Arctic Ocean"".",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Climate change and ecosystems:124,NOT_ENOUGH_INFO,Climate change and ecosystems,"Eventually the planet will warm to such a degree that the ocean's ability to dissolve water will no longer exist, resulting in a worldwide dead zone.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Climate change and ecosystems:44,NOT_ENOUGH_INFO,Climate change and ecosystems,"Alterations to the ocean currents, due to increased freshwater inputs from glacier melt, and the potential alterations to thermohaline circulation of the worlds oceans, may affect existing fisheries upon which humans depend as well.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Climate change denial:266,SUPPORTS,Climate change denial,"United States Secretary of Energy Rick Perry, in a 19 June 2017 interview with CNBC, acknowledged the existence of climate change and impact from humans, but said that he did not agree with the idea that carbon dioxide was the primary driver of global warming pointing instead to ""the ocean waters and this environment that we live in"".",0,SUPPORTS,SUPPORTS,,,
100,'Global warming' is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017.,0,Climatic Research Unit email controversy:85,NOT_ENOUGH_INFO,Climatic Research Unit email controversy,On 22 March 2010 the university announced the composition of an independent Science Assessment Panel to reassess key CRU papers that have already been peer-reviewed and published in journals.,0.693147181,SUPPORTS,REFUTES,,,,Global cooling:99,NOT_ENOUGH_INFO,Global cooling,Academic analysis of the peer-reviewed studies published at that time shows that most papers examining aspects of climate during the 1970s were either neutral or showed a warming trend.,0.693147181,REFUTES,SUPPORTS,,,,Global warming controversy:93,NOT_ENOUGH_INFO,Global warming controversy,"A 2013 study, published in the peer-reviewed journal Environmental Research Letters analyzed 11,944 abstracts from papers published in the peer-reviewed scientific literature between 1991 and 2011, identified by searching the ISI Web of Science citation index engine for the text strings ""global climate change"" or ""global warming"".",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Global warming:314,NOT_ENOUGH_INFO,Global warming,"His 1861 paper proposed changing concentrations of these gases could have caused ""all the mutations of climate which the researches of geologists reveal"" and would explain ice age changes.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,James Delingpole:18,SUPPORTS,James Delingpole,"Delingpole has engaged in climate change denialism; in 2009 he wrote of ""The conspiracy behind the Anthropogenic Global Warming myth"".",0,SUPPORTS,SUPPORTS,,,
